# HTTP monitor log — started 2026-05-22T10:40:34
# HTTP/HTTPS Monitor v1.3.1  (released 2026-05-22)
# Copyright (c) Viking Li - viking.li@walmart.com
# Per-request rows:  timestamp\tstatus\tlatency_ms\tip\turl\tdetail
# Event lines start with '# latency' or '# tracert'.
# timestamp	status	latency_ms	ip	url	detail
2026-05-22T10:41:12.481	200	786.0	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:14.094	200	581.5	142.251.150.119	https://www.google.com	
2026-05-22T10:41:14.242	403	732.3	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:14.748	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.190 -> 162.128.0.66 -> 162.128.0.36 -> 162.128.0.181 -> 142.251.150.119
2026-05-22T10:41:15.909	200	640.9	142.251.150.119	https://www.google.com	
2026-05-22T10:41:16.004	403	737.9	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:41:17.707	200	672.1	142.251.150.119	https://www.google.com	
2026-05-22T10:41:17.863	403	830.6	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:19.431	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.29 -> 192.254.84.190 -> 162.128.0.66 -> 162.128.0.38 -> 162.128.0.183 -> 142.251.150.119
2026-05-22T10:41:19.589	200	698.4	142.251.150.119	https://www.google.com	
2026-05-22T10:41:19.713	200	824.9	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:21.448	200	710.7	142.251.150.119	https://www.google.com	
2026-05-22T10:41:21.753	200	1016.0	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:23.369	200	591.0	142.251.150.119	https://www.google.com	
2026-05-22T10:41:23.500	403	722.2	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:24.333	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.188 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.183 -> 209.85.172.246 -> 142.251.150.119
# tracert	2026-05-22T10:41:24.459	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 98.98.230.203 -> * -> 23.192.3.101 -> 23.203.155.235 -> * -> *
2026-05-22T10:41:25.114	200	586.8	142.251.150.119	https://www.google.com	
2026-05-22T10:41:25.353	200	825.5	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:27.193	200	812.5	142.251.150.119	https://www.google.com	
2026-05-22T10:41:27.447	200	1066.4	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:29.234	200	762.2	142.251.150.119	https://www.google.com	
2026-05-22T10:41:29.547	200	1076.7	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:31.357	200	783.8	142.251.150.119	https://www.google.com	
2026-05-22T10:41:31.685	403	923.4	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:32.199	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.190 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 142.251.150.119
2026-05-22T10:41:33.303	200	592.6	142.251.150.119	https://www.google.com	
2026-05-22T10:41:33.434	403	723.2	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:41:35.068	200	603.4	142.251.150.119	https://www.google.com	
2026-05-22T10:41:35.315	403	851.8	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:41:37.133	200	792.3	142.251.150.119	https://www.google.com	
2026-05-22T10:41:37.407	200	1065.6	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:41:39.026	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.188 -> 162.128.0.64 -> 162.128.0.40 -> 162.128.0.185 -> 209.85.172.246 -> 142.251.150.119
2026-05-22T10:41:39.048	200	617.0	142.251.150.119	https://www.google.com	
2026-05-22T10:41:39.231	200	801.1	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:41:39.323	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> * -> * -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 98.98.230.203 -> * -> 23.192.3.95 -> 23.203.155.239 -> * -> *
2026-05-22T10:41:40.857	200	600.2	142.251.150.119	https://www.google.com	
2026-05-22T10:41:41.080	200	822.3	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:42.699	200	592.0	142.251.150.119	https://www.google.com	
2026-05-22T10:41:42.900	200	795.6	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:44.516	200	593.2	142.251.150.119	https://www.google.com	
2026-05-22T10:41:44.827	200	906.5	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:41:45.629	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.188 -> 162.128.0.66 -> 162.128.0.36 -> 162.128.0.183 -> 142.251.150.119
2026-05-22T10:41:46.555	200	696.4	142.251.150.119	https://www.google.com	
2026-05-22T10:41:46.610	200	754.3	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:48.298	200	664.6	142.251.150.119	https://www.google.com	
2026-05-22T10:41:48.493	200	859.4	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:50.098	200	583.7	142.251.150.119	https://www.google.com	
2026-05-22T10:41:50.283	200	767.8	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:41:50.548	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.188 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 209.85.172.246 -> 142.251.150.119
2026-05-22T10:41:51.981	200	678.3	142.251.150.119	https://www.google.com	
2026-05-22T10:41:52.134	403	832.3	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:52.261	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 98.98.230.203 -> * -> 23.192.3.93 -> 23.203.155.239 -> * -> *
2026-05-22T10:41:53.758	200	599.7	142.251.150.119	https://www.google.com	
2026-05-22T10:41:54.005	403	846.7	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:41:55.433	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.190 -> 162.128.0.64 -> 162.128.0.36 -> 162.128.0.187 -> 209.85.172.246 -> 142.251.150.119
2026-05-22T10:41:55.661	200	628.0	142.251.150.119	https://www.google.com	
2026-05-22T10:41:55.831	200	797.8	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:57.447	200	587.3	142.251.150.119	https://www.google.com	
2026-05-22T10:41:57.668	200	807.8	72.247.97.47	https://www.cisco.com	
2026-05-22T10:41:59.307	200	613.2	142.251.150.119	https://www.google.com	
2026-05-22T10:41:59.639	403	735.6	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:42:00.316	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.29 -> 192.254.84.190 -> 162.128.0.66 -> 162.128.0.38 -> 162.128.0.185 -> 209.85.172.246 -> 142.251.150.119
2026-05-22T10:42:01.276	200	606.1	142.251.150.119	https://www.google.com	
2026-05-22T10:42:01.561	200	895.1	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:03.179	200	590.3	142.251.154.119	https://www.google.com	
2026-05-22T10:42:03.358	200	772.2	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:04.988	200	606.1	142.251.154.119	https://www.google.com	
2026-05-22T10:42:05.215	200	833.3	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:05.354	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 98.98.230.203 -> * -> 23.192.3.95 -> 23.203.155.235 -> * -> *
2026-05-22T10:42:06.826	200	590.9	142.251.154.119	https://www.google.com	
# tracert	2026-05-22T10:42:06.828	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.183 -> 142.251.157.119
2026-05-22T10:42:07.076	200	840.9	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:08.758	200	660.1	142.251.154.119	https://www.google.com	
2026-05-22T10:42:08.934	200	836.7	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:10.532	200	572.0	142.251.154.119	https://www.google.com	
2026-05-22T10:42:10.759	200	801.5	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:12.416	200	627.9	142.251.150.119	https://www.google.com	
2026-05-22T10:42:12.574	403	788.1	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:42:13.583	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.183 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:14.200	200	604.6	142.251.150.119	https://www.google.com	
2026-05-22T10:42:14.323	403	727.2	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:42:15.961	200	608.0	142.251.150.119	https://www.google.com	
2026-05-22T10:42:16.210	200	856.6	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:16.542	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 98.98.230.203 -> * -> 23.192.3.101 -> 23.203.155.235 -> * -> *
2026-05-22T10:42:17.827	200	589.5	142.251.150.119	https://www.google.com	
2026-05-22T10:42:17.983	403	744.7	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:42:19.600	200	592.6	142.251.150.119	https://www.google.com	
2026-05-22T10:42:19.917	200	910.0	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:20.072	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 142.251.157.119
2026-05-22T10:42:21.558	200	612.9	142.251.150.119	https://www.google.com	
2026-05-22T10:42:21.729	200	786.2	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:23.415	200	665.7	142.251.150.119	https://www.google.com	
2026-05-22T10:42:23.607	200	858.9	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:25.219	200	586.1	142.251.150.119	https://www.google.com	
2026-05-22T10:42:25.425	403	793.6	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:42:26.884	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.181 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:27.099	200	655.8	142.251.150.119	https://www.google.com	
2026-05-22T10:42:27.462	200	766.4	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:29.089	200	595.1	142.251.150.119	https://www.google.com	
2026-05-22T10:42:29.452	200	960.3	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:29.465	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 98.98.230.203 -> * -> 23.192.3.103 -> 23.203.155.239 -> * -> *
# tracert	2026-05-22T10:42:29.861	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> 5.8.23.1 -> 192.254.84.14 -> 104.254.115.29 -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 142.251.157.119
2026-05-22T10:42:31.096	200	611.2	142.251.150.119	https://www.google.com	
2026-05-22T10:42:31.412	200	928.7	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:33.042	200	600.4	142.251.150.119	https://www.google.com	
2026-05-22T10:42:33.219	200	778.8	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:34.763	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.181 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:34.846	200	604.2	142.251.150.119	https://www.google.com	
2026-05-22T10:42:35.079	200	839.4	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:36.701	200	598.5	142.251.150.119	https://www.google.com	
2026-05-22T10:42:36.904	403	801.1	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:42:38.512	200	585.9	142.251.150.119	https://www.google.com	
2026-05-22T10:42:38.655	403	731.3	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:42:39.614	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.183 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:40.321	200	635.3	142.251.150.119	https://www.google.com	
2026-05-22T10:42:40.464	200	780.9	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:40.711	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 98.98.230.203 -> * -> 23.192.3.95 -> 23.203.155.239 -> * -> *
2026-05-22T10:42:42.131	200	645.3	142.251.150.119	https://www.google.com	
2026-05-22T10:42:42.423	200	937.0	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:44.074	200	624.2	142.251.150.119	https://www.google.com	
2026-05-22T10:42:44.307	403	858.5	72.247.97.47	https://www.cisco.com	denied: Forbidden
# tracert	2026-05-22T10:42:44.713	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.181 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:45.977	200	644.7	142.251.150.119	https://www.google.com	
2026-05-22T10:42:46.202	200	871.3	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:47.884	200	652.0	142.251.150.119	https://www.google.com	
2026-05-22T10:42:48.184	200	953.8	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:49.418	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.29 -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 142.251.157.119
2026-05-22T10:42:49.816	200	601.4	142.251.150.119	https://www.google.com	
2026-05-22T10:42:50.008	200	793.4	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:51.623	200	585.9	142.251.150.119	https://www.google.com	
2026-05-22T10:42:51.856	403	819.6	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:42:53.481	200	598.6	142.251.150.119	https://www.google.com	
2026-05-22T10:42:53.667	200	787.8	72.247.97.47	https://www.cisco.com	
# tracert	2026-05-22T10:42:53.668	www.cisco.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> * -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.185 -> 98.98.230.203 -> * -> 23.192.3.93 -> 23.203.155.239 -> * -> *
# tracert	2026-05-22T10:42:54.355	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.31 -> 192.254.84.114 -> 162.128.0.66 -> 162.128.0.40 -> 162.128.0.187 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:55.287	200	597.3	142.251.150.119	https://www.google.com	
2026-05-22T10:42:55.615	403	733.2	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:42:57.321	200	676.9	142.251.150.119	https://www.google.com	
2026-05-22T10:42:57.635	200	993.1	72.247.97.47	https://www.cisco.com	
2026-05-22T10:42:59.252	200	589.1	142.251.150.119	https://www.google.com	
# tracert	2026-05-22T10:42:59.361	www.google.com	CHANGE	10.67.83.254 -> 10.67.254.254 -> 10.67.2.17 -> 10.67.2.37 -> 10.89.223.254 -> 10.89.2.58 -> 10.80.2.101 -> * -> 192.254.84.14 -> 104.254.115.29 -> 192.254.84.32 -> 162.128.0.66 -> 162.128.0.42 -> 162.128.0.181 -> 209.85.172.246 -> 142.251.157.119
2026-05-22T10:42:59.476	200	815.5	72.247.97.47	https://www.cisco.com	
2026-05-22T10:43:01.177	200	668.1	142.251.150.119	https://www.google.com	
2026-05-22T10:43:01.320	403	809.4	72.247.97.47	https://www.cisco.com	denied: Forbidden
2026-05-22T10:43:02.950	200	604.8	142.251.150.119	https://www.google.com	
